American Odyssey,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,,82
Aquarius,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,,82
Arrow,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,96,80
Blinky Bill: The Movie,PG,some rude humor,60,2015,,82
Bob the Builder,TV-Y,Suitable for all ages.,10,2015,,82
Chuggington,TV-Y,Suitable for all ages.,10,2015,,82
Crossing Lines,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,66,80
Dope,R,"language-drug content-sexuality/nudity-and some violence-all involving teens",100,2015,79,80
Family Guy,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,98,80
Fried,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,,82
Girlfriends' Guide to Divorce,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,63,80
Glee,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,92,80
Goosebumps,PG,"scary and intense creature action and images-and for some rude humor",60,2015,90,80
Happily Married,TV-14,,90,2015,,82
Heartland,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,85,80
Home,PG,mild action and some rude humor,60,2015,94,80
Hotel Transylvania 2,PG,"some scary images-action and rude humor",60,2015,93,80
Hyena Road,R,"bloody war violence-language throughout and some sexual material",100,2015,,82
Jessie,TV-G,Suitable for all ages.,35,2015,88,80
Larva,TV-G,Suitable for all ages.,35,2015,,82
Last Man Standing,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,97,80
Law & Order: Special Victims Unit,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,97,80
LEGO Ninjago: Masters of Spinjitzu,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,67,80
Life in Pieces,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,68,80
Luther,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,69,80
Marvel Super Hero Adventures: Frost Fight!,PG,fantasy action,60,2015,,82
Marvel's Jessica Jones,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,83,80
Master of None,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,,82
MerlÃ­,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,,82
Mia and Me,TV-Y,Suitable for all ages.,10,2015,,82
Minions,PG,action and rude humor,60,2015,96,80
Nexo Knights,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,,82
November Rule,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,,82
Nurse Jackie,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,82,80
Octonauts,TV-Y,Suitable for all ages.,10,2015,,82
Open Season: Scared Silly,PG,rude humor and some action,60,2015,72,80
OperaÃ§Ãµes Especiais,TV-MA,,110,2015,,82
Parks and Recreation,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,94,80
PokÃ©mon: XY,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,56,80
Power Rangers Dino Charge,TV-Y7,Suitable for children ages 7 and older,41,2015,,82
Reign,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,79,80
Revenge,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2015,84,80
Rosewood,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,81,80
Russell Madness,PG,some rude humor and sports action,60,2015,,82
Slugterra: Slug Fu Showdown,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2015,,82
Sofia the First,TV-Y,Suitable for all ages.,10,2015,82,80
Some Assembly Required,TV-G,Suitable for all ages.,35,2015,,82
Super Why!,TV-Y,Suitable for all ages.,10,2015,68,80
Switched at Birth,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,83,80
The Adventures of Figaro Pho,TV-Y7,Suitable for children ages 7 and older,41,2015,,82
The Deep,TV-Y7,Suitable for children ages 7 and older,41,2015,,82
The Following,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,,82
The Furchester Hotel,TV-Y,Suitable for all ages.,10,2015,,82
The Girl in the Book,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,,82
The Little Prince,PG,mild thematic elements,60,2015,71,80
The Night Shift,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,93,80
The Returned,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,90,2015,,82
The Walking Dead,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2015,98,80
Walt Disney Animation Studios Short Films Collection,TV-G,Suitable for all ages.,35,2015,84,80
Wiener Dog Internationals,G,General Audiences. Suitable for all ages.,35,2015,,82
